,Alamat,Email,Kategori,Kode Kategori,Nama Perusahaan,Status Badan Usaha,Telp1,Telp2,Telp3,Website
1287,"JL SRIWIJAYA RT. 03/RW. 13, TEGALSARI, KEC. CANDISARI, KOTA SEMARANG 50251",,"Kesenian, Hiburan, dan Rekreasi",,THR WONDERIA,None,08880205166,,,
1288,"PLAZA PEKALONGAN, JL NUSANTARA NO 5 RT. 02/RW. 01, KAUMAN, KEC. PEKALONGAN TIMUR, KOTA PEKALONGAN 51128",,"Kesenian, Hiburan, dan Rekreasi",,TIME ZONE,None,085740068565,,,
1289,"PLAZA MATAHARI KLATEN, KABUPATEN, KEC. KLATEN TENGAH, KAB. KLATEN 57413",,"Kesenian, Hiburan, dan Rekreasi",,TIME ZONE,None,0272-325775,,,
1290,"GRAND MALL LT 3 RT. 02/RW. 04, PENUMPING, KEC. LAWEYAN, KOTA SURAKARTA 57141",,"Kesenian, Hiburan, dan Rekreasi",,TIMEZONE,None,08122618258,,,
1291,"KUDUS PLAZA LT 3 RT. 03/RW. 04, PLOSO, KEC. JATI, KAB. KUDUS 59348",,"Kesenian, Hiburan, dan Rekreasi",,TIMEZONE,None,082242650410,,,
1292,"DP MALL LT 2, SEKAYU, KEC. SEMARANG TENGAH, KOTA SEMARANG 50132",dpmall@timezone.co.id,"Kesenian, Hiburan, dan Rekreasi",,TIMEZONE,None,024-86578197,,,
1293,"RITA ISOLA LT 3 RT. 01/RW. 05, PURWOKERTO KULON, KEC. PURWOKERTO SELATAN, KAB. BANYUMAS 53141",purwokerto@time,"Kesenian, Hiburan, dan Rekreasi",,TIMEZONE,None,0281-636170,,,zone.co.id
1294,"PLASA SIMPANG LIMA RT. 04/RW. 01, KARANGKIDUL, KEC. SEMARANG TENGAH, KOTA SEMARANG 50136",,"Kesenian, Hiburan, dan Rekreasi",,TIMEZONE SIMPANGLIMA,None,024-8448168,024-8448168,,
1295,"DSN SIDAMULYA RT. 02/RW. 03, LEKSANA, KEC. KARANGKOBAR, KAB. BANJARNEGARA 53453",,"Kesenian, Hiburan, dan Rekreasi",,TIRTA JADI KARAOKE,None,082136473103,,,
1296,"JL SOEKARNO-HATTA BARAT KM 27 RT. 01/RW. 04, JAMBEARUM, KEC. PATEBON, KAB. KENDAL 51351",tirto_arum_baru@yahoo.co.id,"Kesenian, Hiburan, dan Rekreasi",,TIRTO ARUM BARU,None,0894381858,,,www.tirtoarumbaru.com
1297,"JL RAYA TRITIH LOR RT. 02/RW. 04, TRITIH LOR, KEC. JERUKLEGI, KAB. CILACAP 53252",,"Kesenian, Hiburan, dan Rekreasi",,TRITIH GOLF CLUB,None,081391233366,,,
1298,"JL GATOT SUBROTO RT. 02/RW. 05, SIDANEGARA, KEC. CILACAP TENGAH, KAB. CILACAP 53223",paradisogroup@gmail.com,"Kesenian, Hiburan, dan Rekreasi",,USAHA HIBURAN KARAOKE PARADISO,None,0282-532029,,,
1299,"PURBALINGGA KIDUL, KEC. PURBALINGGA, KAB. PURBALINGGA",,"Kesenian, Hiburan, dan Rekreasi",,USMAN JANITIN PD,None,0281-891794,,,
1300,"DSN JETAK RT. 04/RW. 01, DUREN, KEC. BANDUNGAN, KAB. SEMARANG 50665",,"Kesenian, Hiburan, dan Rekreasi",,VANDIKA GEMILANG JAYA KARAOKE JAVA,PT,0298-711476,,,
1301,"JL KARANG WULAN UTARA NO 12A RT. 04/RW. 01, JAGALAN, KEC. SEMARANG TENGAH, KOTA SEMARANG 50136",,"Kesenian, Hiburan, dan Rekreasi",,VIRGO KARAOKE,None,024-86570434,,,
1302,"PERUM BRD RT. 03/RW. 20, PRINGREJO, KEC. PEKALONGAN BARAT, KOTA PEKALONGAN 51116",,"Kesenian, Hiburan, dan Rekreasi",,WATER PARK BRD,None,081228289046,,,
1303,"KOMP PERUM BUMI SEKARTAMA RT. 20/RW. 01, NAWANGSARI, KEC. WELERI, KAB. KENDAL 51355",,"Kesenian, Hiburan, dan Rekreasi",,WATERLAND (HERI SANTOSO),None,0294-644449,,,
1304,"DK KLAMPOK RT. 03/RW. 03, SENDANG SIKUCING, KEC. ROWOSARI, KAB. KENDAL 51354",theseawsi@yahoo.com,"Kesenian, Hiburan, dan Rekreasi",,WERSUT SEGUNI INDONESIA (WSI),PT,0294-3645623,,,www.thesea-wsi.com
1305,"JL SERMA MUKLAS RT. 03/RW. 08, KUTABANJARNEGARA, KEC. BANJARNEGARA, KAB. BANJARNEGARA 53418",,"Kesenian, Hiburan, dan Rekreasi",,WILLY KARAOKE,None,085726555554,,,
1306,"JL RAYA YOGYAKARTA - SOLO KM 4,5 RT. 02/RW. 04, PLAWIKAN, KEC. JOGONALAN, KAB. KLATEN 57452",,"Kesenian, Hiburan, dan Rekreasi",,WISATA AGRO GONDANG WINANGOEN,None,0272-326057,,,
1307,"JAVA MALL LT 3 RT. 08/RW. 05, LAMPER KIDUL, KEC. SEMARANG SELATAN, KOTA SEMARANG 50249",,"Kesenian, Hiburan, dan Rekreasi",,YADA TOYS,None,089669142659,,,
1308,"JL KARTINI NO 2 RT. 59/RW. 12, TERBAN, KEC. GONDOKUSUMAN, KOTA YOGYAKARTA 55223",yk@fit20.co.id,"Kesenian, Hiburan, dan Rekreasi",,20 FIT GYM,None,0274-581833,,,www.20fit.com
1309,"JL BUMIJO KULON RT. 36/RW. 08, BUMIJO, KEC. JETIS, KOTA YOGYAKARTA 55231",,"Kesenian, Hiburan, dan Rekreasi",,ASADEL MEDIATAMA,PT,0274-564738,0274-587602,,
1310,"DK BALONG KIDUL RT. 21, POTORONO, KEC. BANGUNTAPAN, KAB. BANTUL 55196",,"Kesenian, Hiburan, dan Rekreasi",,BALONG WATERPARK,None,0274-4435645,,,
1311,"JL PERUMNAS SETURAN ASRI NO 163A RT. 11/RW. 01, CATUR TUNGGAL, KEC. DEPOK, KAB. SLEMAN 55281",,"Kesenian, Hiburan, dan Rekreasi",,BIG TV,None,0274-487707,,,
1312,"JL LEMPONG SARI RT. 06/RW. 26, SARI HARJO, KEC. NGAGLIK, KAB. SLEMAN 55581",multifarmbonamitra@yahoo.co.id,"Kesenian, Hiburan, dan Rekreasi",,BONA MITRA MULTIFARM,PT,,,,
1313,"L IPPO PLAZA LT UG RT. 13/RW. 04, DEMANGAN, KEC. GONDOKUSUMAN, KOTA YOGYAKARTA 55221",,"Kesenian, Hiburan, dan Rekreasi",,CELEBRITY FITNES,None,0274-2922842,,,
1314,"JL JAMBON RT. 10/RW. 08, SINDUADI, KEC. MLATI, KAB. SLEMAN 55284",,"Kesenian, Hiburan, dan Rekreasi",,CINEMA 70,None,,,,
1315,"JL SURYOWIJAYAN RT. 24/RW. 07, GEDONGKIWO, KEC. MANTRIJERON, KOTA YOGYAKARTA 55142",,"Kesenian, Hiburan, dan Rekreasi",,CREATIVE CENTER (SUPARYONO),None,081802636315,,,
1316,"DK PELEMSEWU RT. 06, PANGGUNGHARJO, KEC. SEWON, KAB. BANTUL 55188",,"Kesenian, Hiburan, dan Rekreasi",,DALANG (SENO),None,081328513909,,,
1317,"XT SQUARE BLOK C1, JL VETERAN NO 150-151 RT. 19/RW. 05, PANDEYAN, KEC. UMBULHARJO, KOTA YOGYAKARTA 55161",museumdearca@gmail.com,"Kesenian, Hiburan, dan Rekreasi",,DE ARCA,None,0274-380809,,,
1318,"KOMP XT SQUARE, JL VETERAN NO 150-151 RT. 19/RW. 05, PANDEYAN, KEC. UMBULHARJO, KOTA YOGYAKARTA 55161",moseumdemata@gmail.com,"Kesenian, Hiburan, dan Rekreasi",,DE MATA MARIS,PT,0274-380809,,,
1319,"JL RAYA KLEDOKAN RT. 01/RW. 01, CATUR TUNGGAL, KEC. DEPOK, KAB. SLEMAN 55281",,"Kesenian, Hiburan, dan Rekreasi",,DEPOK SPORT CENTER,None,0274-4333567,,,
1320,"DK BECICI RT. 01/RW. 22, WONO KERTO, KEC. TURI, KAB. SLEMAN 55551",,"Kesenian, Hiburan, dan Rekreasi",,DESA WISATA PULESARI,None,,,,
1321,"JL KETANDAN KULON 4 RT. 23/RW. 06, NGUPASAN, KEC. GONDOMANAN, KOTA YOGYAKARTA 55122",,"Kesenian, Hiburan, dan Rekreasi",,DREAM LIGHT WORLD MEDIA,PT,0274-512226,,,dreamlightworldmedia.com
1322,"JL RAYA KLEDOKAN RT. 01/RW. 01, CATUR TUNGGAL, KEC. DEPOK, KAB. SLEMAN 55281",,"Kesenian, Hiburan, dan Rekreasi",,FUMMYLY FUN,None,0274-4332727,,,
1323,"HARTONO MALL LT 2 BLOK B NO 2, CONDONG CATUR, KEC. DEPOK, KAB. SLEMAN 55283",funworld_prima@funworld.co.id,"Kesenian, Hiburan, dan Rekreasi",,FUN WORLD,None,0274-2924121,,,
1324,"SAHID J WALK LT GF, JL BABARSARI 2 RT. 06/RW. 03, CATUR TUNGGAL, KEC. DEPOK, KAB. SLEMAN 55281",,"Kesenian, Hiburan, dan Rekreasi",,FUN WORLD PRIMA,PT,08161601205,,,
1325,"AMBARUKMO PLAZA LT 3, CATUR TUNGGAL, KEC. DEPOK, KAB. SLEMAN",,"Kesenian, Hiburan, dan Rekreasi",,GAME FANTASIA,None,0274-4331319,,,
1326,"JL JAMBON, SINDUADI, KEC. MLATI, KAB. SLEMAN",,"Kesenian, Hiburan, dan Rekreasi",,GAME MASTER (BOBBY SAPUTRA Y),None,,,,
1327,"JL REJOWINANGUN NO 1 RT. 48/RW. 05, REJOWINANGUN, KEC. KOTAGEDE, KOTA YOGYAKARTA 55171",csgmm.yogyakarta@yahoo.com,"Kesenian, Hiburan, dan Rekreasi",,GLOBAL MEDIA NUSANTARA,PT,0274-4438694,,,ww.i_gist.com
1328,"GUNUNGBANG RT. 06/RW. 17, BEJIHARJO, KEC. KARANGMOJO, KAB. GUNUNG KIDUL 55891",,"Kesenian, Hiburan, dan Rekreasi",,GOA PINDUL (TUNAS WISATA),None,085927487979,,,
1329,"JL GABUSAN RT. 07, TIMBULHARJO, KEC. SEWON, KAB. BANTUL 55186",grandpuriwaterpark@yahoo.co.id,"Kesenian, Hiburan, dan Rekreasi",,GRAND PURI WATERPARK,PT,0274-6463088,,,
1330,"RUKO PLAZA SETURAN BLOK B NO 1 RT. 17/RW. 03, CATUR TUNGGAL, KEC. DEPOK, KAB. SLEMAN 55281",,"Kesenian, Hiburan, dan Rekreasi",,HAPPY PUPPY,None,,,,
1331,"JL RING ROAD UTARA NO 33 RT. 16/RW. 06, CATUR TUNGGAL, KEC. DEPOK, KAB. SLEMAN 55281",,"Kesenian, Hiburan, dan Rekreasi",,HAPPY PUPPY FAMILY KARAOKE,None,,,,
1332,"MALL JOGJATRONIK LT ROOF, JL BRIGJEN KATAMSO RT. 44/RW. 73, PRAWIRODIRJAN, KEC. GONDOMANAN, KOTA YOGYAKARTA 55121",,"Kesenian, Hiburan, dan Rekreasi",,HAPPY PUPPY KARAOKE,None,0274-420001,,,
1333,"RUKO PANDEGA NO 14- 16 DK PURWOSARI RT. 09/RW. 58, SINDUADI, KEC. MLATI, KAB. SLEMAN",,"Kesenian, Hiburan, dan Rekreasi",,INUL VISTA FAMILY KTV,None,0274-4399691,,,
1334,"JL P SENOPATI NO 1-3, NGUPASAN, KEC. GONDOMANAN, KOTA YOGYAKARTA 55122",,"Kesenian, Hiburan, dan Rekreasi",,KANTOR PENGELOLAAN TAMAN PINTAR,None,0274-583613,,,
1335,"borobudurpark.coid JL RAYA YOGYA-SOLO KM 16, TAMAN MARTANI, KEC. KALASAN, KAB. SLEMAN 55571",info@orobudurpark.co.id,"Kesenian, Hiburan, dan Rekreasi",,KANTOR TWC CANDI BOROBUDUR PRAMBANAN DAN RATU BOKO,None,0274-496402,0274-496404,,
1336,"HOTEL MERAPI MERBABU, JL SETURAN RAYA RT. 19/RW. 02, CATUR TUNGGAL, KEC. DEPOK, KAB. SLEMAN 55281",hellofktv.nandho@gmail.com,"Kesenian, Hiburan, dan Rekreasi",,KARAOKE HELLO F KTV,None,0274-4332875,,,www.hellofktvjogja.com
1337,"JL C SIMANJUNTAK NO 93 RT. 05/RW. 01, TERBAN, KEC. GONDOKUSUMAN, KOTA YOGYAKARTA 55223",,"Kesenian, Hiburan, dan Rekreasi",,KAROAKU KARAOKE,None,08170151111,,,
1338,"GALERIA MALL LT3 RT. 55/RW. 12, TERBAN, KEC. GONDOKUSUMAN, KOTA YOGYAKARTA 55223",,"Kesenian, Hiburan, dan Rekreasi",,KIDS FUN,None,0274-58705,,,www.kidsfun.com
1339,"DK TEGAL REJO RT. 05, SITIMULYO, KEC. PIYUNGAN, KAB. BANTUL 55792",,"Kesenian, Hiburan, dan Rekreasi",,KIDS FUN,None,,,,
1340,"RAMAI MALL LT 2 RT. 04/RW. 01, NGUPASAN, KEC. GONDOMANAN, KOTA YOGYAKARTA 55122",,"Kesenian, Hiburan, dan Rekreasi",,KIDS FUN JUNGLE ISLAND,None,081585278959,,,
1341,"GRIYA ALVITA SONOPAKIS LOR RT. 11, NGESTIHARJO, KEC. KASIHAN, KAB. BANTUL 55182",,"Kesenian, Hiburan, dan Rekreasi",,KOLAM RENANG GRIYA ALVITA,None,0274-373875,,,
1342,"JL WOJO RT. 08, BANGUNHARJO, KEC. SEWON, KAB. BANTUL 55187",,"Kesenian, Hiburan, dan Rekreasi",,LEMBAH FITNES,None,,,,
1343,"JL MAGELANG KM 4,5 NO 158 RT. 06/RW. 12, SINDUADI, KEC. MLATI, KAB. SLEMAN 55284",,"Kesenian, Hiburan, dan Rekreasi",,LIQUID CLUB,None,0274-589611,,,
1344,"JL KEBUN RAYA NO 7 RT. 21/RW. 07, REJOWINANGUN, KEC. KOTAGEDE, KOTA YOGYAKARTA 55171",info@gembiralokazoo.com,"Kesenian, Hiburan, dan Rekreasi",,MANAJEMEN BONBIN,None,0274-373861,0274-384666,,www.gembiralokazoo.cpm
1345,"JL BIRU RT. 03/RW. 30, TRIHANGGO, KEC. GAMPING, KAB. SLEMAN 55291",,"Kesenian, Hiburan, dan Rekreasi",,MANSION SPA DAN FITNES,None,0274-6415313,,,
1346,"JL BABARSARI RT. 05/RW. 02, CATUR TUNGGAL, KEC. DEPOK, KAB. SLEMAN 55281",,"Kesenian, Hiburan, dan Rekreasi",,MASTER PIECE KARAOKE,None,0274-4932323,,,
1347,"JL GOLF NO 1 RT. 04/RW. 12, KEPUH HARJO, KEC. CANGKRINGAN, KAB. SLEMAN 55583",,"Kesenian, Hiburan, dan Rekreasi",,MERAPI GOLF YOGYAKARTA,None,0274-896176,0274-896179,,www.merapigolf.co.id
1348,"DK BANTENG RT. 01/RW. 07, HARGO BINANGUN, KEC. PAKEM, KAB. SLEMAN 55582",,"Kesenian, Hiburan, dan Rekreasi",,MUSEUM GUNUNG API MERAPI,None,0274-896498,,,
1349,"JL TRIKORA/PANGURAKAN NO 6 RT. 39/RW. 11, NGUPASAN, KEC. GONDOMANAN, KOTA YOGYAKARTA 55122",,"Kesenian, Hiburan, dan Rekreasi",,MUSEUM SONOBUDOYO,None,0274-385664,,,www.sonobudoyo.com
1350,"DK JONGKANG RT. 01/RW. 35, SARI HARJO, KEC. NGAGLIK, KAB. SLEMAN 55581",myk@monjalijogja.com,"Kesenian, Hiburan, dan Rekreasi",,MUSIUM JOGIA KEMBALI,None,0274-868225,0274-868225,,www.monjali-jogja.com
1351,"JL SOLO KM 7 DK NGENTAK RT. 01/RW. 01, CATUR TUNGGAL, KEC. DEPOK, KAB. SLEMAN 55281",navjogja@nav.co.id,"Kesenian, Hiburan, dan Rekreasi",,NAV KAROEKE KELUARGA,PT,0274-487661,,,nav.co.id
1352,"JL SEWANDANAN NO 1 KOMP PAKUALAMAN RT. 47/RW. 10, PURWO KINANTI, KEC. PAKUALAMAN, KOTA YOGYAKARTA 55112",newhanggar@gmail.com,"Kesenian, Hiburan, dan Rekreasi",,NEW HANGGAR BILYARD,None,0274-512193,,,
1353,"KOMP KRATON JL KEBEN RT. 32/RW. 09, PANEMBAHAN, KEC. KRATON, KOTA YOGYAKARTA 55131",,"Kesenian, Hiburan, dan Rekreasi",,OBYEK WISATA KRATON YOGYA,None,0818277795,,,
1354,"JL BABARSARI NO 5 RT. 07/RW. 03, CATUR TUNGGAL, KEC. DEPOK, KAB. SLEMAN 55281",,"Kesenian, Hiburan, dan Rekreasi",,PELLE FUTSAL,None,085701000010,,,
1355,"JL NGLINGGO BARAT RT. 26/RW. 13, PAGERHARJO, KEC. SAMIGALUH, KAB. KULON PROGO 55673",,"Kesenian, Hiburan, dan Rekreasi",,POKDARWIS DESA WISATA NGLINGGO,None,,,,
1356,"JOGJA CITY MALL LT 2 RT. 06/RW. 14, SINDUADI, KEC. MLATI, KAB. SLEMAN 55284",syahrimoollakairta@gmail.com,"Kesenian, Hiburan, dan Rekreasi",,"PRINCESS SYAHRINI, (BINTANG NADA GEMILANG",PT,0274-5304265,,,
1357,"DK MACANAN RT. 18/RW. 09, GLAGAH, KEC. TEMON, KAB. KULON PROGO 55654",,"Kesenian, Hiburan, dan Rekreasi",,RUMAH BERNYANYI RL (BEKO),None,085228622234,,,
1358,"JL PANDEGA MARTA 2 NO 32 RT. 03/RW. 01, CATUR TUNGGAL, KEC. DEPOK, KAB. SLEMAN 55281",rajawaliindo@gmail.com,"Kesenian, Hiburan, dan Rekreasi",,SHAKIRA GHINA,PT,081502747554,,,rajawaliindonesia.com
1359,"DK KUTU WATES RT. 09/RW. 10, SINDUADI, KEC. MLATI, KAB. SLEMAN",,"Kesenian, Hiburan, dan Rekreasi",,SINDU KUSUMA EDU PARK,None,0341-593333,,,
1360,"JL JETIS RT. 05, TAMANTIRTO, KEC. KASIHAN, KAB. BANTUL 55183",,"Kesenian, Hiburan, dan Rekreasi",,STUDIO LUKIS (EDO),None,0818266996,,,
1361,"INDOGROSIR JOMBOR KIDUL RT. 05/RW. 23, SINDUADI, KEC. MLATI, KAB. SLEMAN 55284",,"Kesenian, Hiburan, dan Rekreasi",,TAMAN BERMAIN (ROEL ROUKHEN),None,081578901534,,,
1362,"AMBARUKMO PLAZA LT 1, CATUR TUNGGAL, KEC. DEPOK, KAB. SLEMAN",,"Kesenian, Hiburan, dan Rekreasi",,TIMEZONE,None,,,,
1363,"LIPPO PLAZA LT 1, JL LAKSDA ADISUCIPTO NO 32- 34 RT. 13/RW. 04, DEMANGAN, KEC. GONDOKUSUMAN, KOTA YOGYAKARTA 55221",,"Kesenian, Hiburan, dan Rekreasi",,TIMEZONE,None,0274-2922805,,,
1364,"JL WONOROTO RT. 04, GADINGSARI, KEC. SANDEN, KAB. BANTUL 55763",,"Kesenian, Hiburan, dan Rekreasi",,TPR GOA CEMARA,None,,,,
1365,"DK JATI SAWIT RT. 04/RW. 26, BALECATUR, KEC. GAMPING, KAB. SLEMAN 55295",,"Kesenian, Hiburan, dan Rekreasi",,WATERPARK GRAND MUTIARA CITRA,None,,,,
1366,"DK MAREDAN RT. 04/RW. 40, SENDANG TIRTO, KEC. BERBAH, KAB. SLEMAN 55573",,"Kesenian, Hiburan, dan Rekreasi",,WIT GEDANG CONSULTREATMENT,None,081280817920,,,
1367,"RUKO SURYA INTI C 17, PRADAHKALI KENDAL, KEC. DK PAKIS, KOTA SURABAYA",,"Kesenian, Hiburan, dan Rekreasi",,20 FIT,PT,031-7312014,,,
1368,"PAJAJARAN 6-8 RT. 05/RW. 06, KEPUTRAN, KEC. TEGALSARI, KOTA SURABAYA 60265",,"Kesenian, Hiburan, dan Rekreasi",,ACCADEMI MUSICALE,None,0315-673570,,,
1369,"DSN KARANG ANYAR RT. 01/RW. 02, KARANG BENDO, KEC. ROGOJAMPI, KAB. BANYUWANGI 68462",,"Kesenian, Hiburan, dan Rekreasi",,ALAM INDAH LESTARI <MIECCHAEL>,None,085234837447,,,
1370,"DTC LT LG A5 1, BABATAN, KEC. WIYUNG, KOTA SURABAYA",,"Kesenian, Hiburan, dan Rekreasi",,AMAZONE,None,,,,
1371,"TUNJUNGAN PLAZA 2 LT 3 JL BASUKI RAHMAD 8- 12, KEDUNGDORO, KEC. TEGALSARI, KOTA SURABAYA 60261",,"Kesenian, Hiburan, dan Rekreasi",,AMAZONE,None,031-5480158,,,
1372,"MALL MASPION SQ LT 1, JL JEND AHMAD YANI 73 RT. 01/RW. 02, MARGOREJO, KEC. WONOCOLO, KOTA SURABAYA 60238",,"Kesenian, Hiburan, dan Rekreasi",,AMAZONIA/FANTASI ES TAMA CAMERLANG,PT,0318-477611,,,
1373,"DSN JAROREJO RT. 03/RW. 01, JAROREJO, KEC. KEREK, KAB. TUBAN 63256",,"Kesenian, Hiburan, dan Rekreasi",,AMERTA VISION,PT,,,,
1374,"JL GALAXI BUMI PERMAI A1, KEPUTIH, KEC. SUKOLILO, KOTA SURABAYA",,"Kesenian, Hiburan, dan Rekreasi",,ARAYA FAMILY CLUB,None,031-59148000,,,
1375,"JL DHARMAHUSADA INDAH BARAT 3/64-66 RT. 07/RW. 08, MOJO, KEC. GUBENG, KOTA SURABAYA 60285",,"Kesenian, Hiburan, dan Rekreasi",,ATLAS,PT,0315-961133,0315-5961133,,www.atlassportcl
1376,"RUKO TIDAR MAS SQUARE AZ RT. 02/RW. 05, TEMBOK DK , KEC. BUBUTAN, KOTA SURABAYA 60173",,"Kesenian, Hiburan, dan Rekreasi",,B I G BALL KARAOKE,None,,,,
1377,"MENUR PUMPUNGAN RT. 03/RW. 09, MENUR PUMPUNGAN, KEC. SUKOLILO, KOTA SURABAYA 60118",bapersip@jatimprov.go.id,"Kesenian, Hiburan, dan Rekreasi",,BADAN PERPUSTAKAAN DAN KEARSIPAN PROVINSI JAWA TIMUR,None,0315-947830,0315-5921055,,www.arsipjatim.go.id
1378,"JL PANGLIMA SUDIRMAN GGSIRAN RT. 05/RW. 04, TLEKUNG, KEC. JUNREJO, KOTA BATU 65327",,"Kesenian, Hiburan, dan Rekreasi",,BAKTI BATU SEJAHTERA PT <PREDATOR FUN PARK>,None,,,,
1379,"JL HAYAM WURUK NO 01 ORO ORO OMBO RT. 02/RW. 05, ORO-ORO OMBO, KEC. BATU, KOTA BATU 65316",,"Kesenian, Hiburan, dan Rekreasi",,BATU NIGHT SPECTCULAR,None,0341-5025111,,,
1380,"JL DR SUTOMO 141 RT. 02/RW. 01, MANGUNHARJO, KEC. MAYANGAN, KOTA PROBOLINGGO 67217",,"Kesenian, Hiburan, dan Rekreasi",,BEE JAY SARANA HIBURAN,None,0334-422369,,,
1381,"DSN GUNUNGSARI RT. 01/RW. 03, SUMBERGONDO, KEC. GLENMORE, KAB. BANYUWANGI 68466",,"Kesenian, Hiburan, dan Rekreasi",,BENING PUTRA JAYA,PT,08123469674,,,
1382,"JL YOS SUOARSO LK TANJUNG RT. 03/RW. 02, KLATAK, KEC. KALIPURO, KAB. BANYUWANGI 68421",,"Kesenian, Hiburan, dan Rekreasi",,BILYARD MIRAH,None,0333-420600,,,
1383,"DR SOETOMO 86-88, DR. SUTOMO, KEC. TEGALSARI, KOTA SURABAYA",navsoetomo@na.co.id,"Kesenian, Hiburan, dan Rekreasi",,BIMA PRATAMA NAV KARAOKE,None,031-5678440,,,
1384,"TUNJUNGAN PLAZA 3 LT 5, KEDUNGDORO, KEC. TEGALSARI, KOTA SURABAYA 60261",,"Kesenian, Hiburan, dan Rekreasi",,BIOSKOP TUNJUNGAN 21,None,081298744766,,,
1385,"MANUKAN TAMA A-17 RT. 12/RW. 07, MANUKAN KULON, KEC. TANDES, KOTA SURABAYA 60185",,"Kesenian, Hiburan, dan Rekreasi",,CAFE RASA SAYANG,None,085646122909,,,
1386,"PTC LT 1 FOOD COURT RT. 09/RW. 02, BABATAN, KEC. WIYUNG, KOTA SURABAYA 60227",,"Kesenian, Hiburan, dan Rekreasi",,CARTOON KINGDOM,None,031-7392379,,,
1387,"GALAXY MALL LT 3 402 RT. 06/RW. 07, MULYOREJO, KEC. MULYOREJO, KOTA SURABAYA 60115",cs-gs@celebrityf,"Kesenian, Hiburan, dan Rekreasi",,CELEBRITY FITNESS,None,031-5999997,,,itness.com
1388,"BASUKI RAHMAD 8-12, KEDUNGDORO, KEC. TEGALSARI, KOTA SURABAYA 60261",,"Kesenian, Hiburan, dan Rekreasi",,CHIP MUNKS,None,,,,
1389,"MALL LENMARC LT 2, PRADAHKALI KENDAL, KEC. DK PAKIS, KOTA SURABAYA",,"Kesenian, Hiburan, dan Rekreasi",,CHIPMUNKS,None,031-51163099,,,www.chipmuks.co.id
1390,"JL KEJAWAN PUTIH MUTIARA NO 17 RT. 05/RW. 05, KEJAWEN PUTIH TAMBAK, KEC. MULYOREJO, KOTA SURABAYA 60112",,"Kesenian, Hiburan, dan Rekreasi",,CHIPMUNKS,None,031-58208700,031-5937139,,
1391,"LT 4 UNIT 1 CIPUTRA WORLD, GUNUNGSARI, KEC. DK PAKIS, KOTA SURABAYA",,"Kesenian, Hiburan, dan Rekreasi",,CINEMA XXI,None,021-31901188,021-37907326,,www.21cinema.com
1392,"JL CITRA RAYA UTAMA RT. 03/RW. 04, LAKARSANTRI, KEC. LAKARSANTRI, KOTA SURABAYA 60211",,"Kesenian, Hiburan, dan Rekreasi",,CIPUTRA SURABAYA PADANG GOLF,PT,031-7412555,031-7414622,,ciputragolf.com
1393,"JL ISTANA DIENG RAYA 3 RT. 01/RW. 01, BANDULAN, KEC. SUKUN, KOTA MALANG 65146",,"Kesenian, Hiburan, dan Rekreasi",,CLUB HOUSE,None,0341-561222,,,
1394,"JL I GUSTI NGURAH RAI NO 95 RT. 05/RW. 07, GUNUNG ANYAR, KEC. GUNUNG ANYAR, KOTA SURABAYA 60294",,"Kesenian, Hiburan, dan Rekreasi",,CLUB HOUSE PURIMAS,None,0318-792401,,,
1395,"RAYA KALIRUNGKUT RT. 01/RW. 03, KALI RUNGKUT, KEC. RUNGKUT, KOTA SURABAYA 60293",,"Kesenian, Hiburan, dan Rekreasi",,COSMIC KARAOKE,None,,,,
1396,"JL RAYA GOLF FAMILY /RW. 09, PRADAHKALI KENDAL, KEC. DK PAKIS, KOTA SURABAYA",,"Kesenian, Hiburan, dan Rekreasi",,COUNTRY CLUB,None,031-7315500,031-7370477,,
1397,"JL GAJAH MADA RT. 01/RW. 36, JEMBER KIDUL, KEC. KALIWATES, KAB. JEMBER 68131",,"Kesenian, Hiburan, dan Rekreasi",,D OASIS KARAOKE,None,0331-428000,,,
1398,"DE CASABLANGCA AI 01 RT. 05/RW. 05, CEMOROKANDANG, KEC. KEDUNGKANDANG, KOTA MALANG 65138",,"Kesenian, Hiburan, dan Rekreasi",,DE CASSABLANCA CLUB HOUSE,None,,,,
1399,"PASAR RAVA SRI RATU JL PAHLAWAN 47 RT. 12/RW. 03, KARTOHARJO, KEC. KARTOHARJO, KOTA MADIUN 63116",,"Kesenian, Hiburan, dan Rekreasi",,DEA DEO,None,0351-494169,,,
1400,"GRAND CITY LT 4 UNIT 4, KETABANG, KEC. GENTENG, KOTA SURABAYA",,"Kesenian, Hiburan, dan Rekreasi",,DEA DEO PLAY,None,,,,
1401,"TUNJUNGAN 5-7 RT. 04/RW. 05, GENTENG, KEC. GENTENG, KOTA SURABAYA 60275",,"Kesenian, Hiburan, dan Rekreasi",,DIANA PRIMA PERKASA,PT,031-5319572,,,
1402,"JL RAYA LANGSEP 02 RT. 07/RW. 06, PISANG CANDI, KEC. SUKUN, KOTA MALANG 65146",,"Kesenian, Hiburan, dan Rekreasi",,DIENG 21 CINEMA,None,0341-575421,,,
1403,"MALL DINOYO CITY LT 4/RW. 06, DINOYO, KEC. LOWOKWARU, KOTA MALANG 65144",,"Kesenian, Hiburan, dan Rekreasi",,DINOYO CINEPLEX,None,,,,
